epoch,Training Loss,Valid. Loss,Test. Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.42175405393404664,0.4674862256894509,0.4790399484336376,0.8182123655913979,0.8177083333333334,0.8190104166666666,0:00:26,0:00:01,0:00:01
2,0.33004258262864766,0.43796389798323315,0.4263726981977622,0.869119623655914,0.828125,0.8372395833333334,0:00:26,0:00:01,0:00:01
3,0.2434684413620421,0.526406392455101,0.5036901365965605,0.9060819892473119,0.8138020833333334,0.8333333333333334,0:00:26,0:00:01,0:00:01
