epoch,Training Loss,Valid. Loss,Test. Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.43958878339899166,0.4441223777830601,0.45678695912162465,0.8069556451612904,0.8059895833333334,0.8020833333333334,0:00:26,0:00:01,0:00:01
2,0.3238016352738424,0.4535905948529641,0.44661774300038815,0.8687836021505376,0.8203125,0.8177083333333334,0:00:26,0:00:01,0:00:01
3,0.23542062390435448,0.5401828102767467,0.5480649440238873,0.9074260752688172,0.81640625,0.8255208333333334,0:00:25,0:00:01,0:00:01
