epoch,Training Loss,Valid. Loss,Test. Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.00022985406753555217,0.00573120667384221,0.014314960974913377,0.001326259946949602,0.007211538461538462,0.002403846153846154,0:00:02,0:00:01,0:00:01
