epoch,Training Loss,Valid. Loss,Test. Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.4308604323330225,0.4291190238048633,0.44865668937563896,0.811491935483871,0.8138020833333334,0.8059895833333334,0:00:26,0:00:01,0:00:01
2,0.32856965394219967,0.4171677914758523,0.4255538396537304,0.8623991935483871,0.8307291666666666,0.8307291666666666,0:00:26,0:00:01,0:00:01
3,0.23777628173020177,0.4906999034186204,0.5132839940488338,0.9082661290322581,0.8307291666666666,0.81640625,0:00:26,0:00:01,0:00:01
