epoch,Training Loss,Valid. Loss,Test. Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.45340484145137494,0.41967389297982055,0.44366196791330975,0.8088037634408602,0.8151041666666666,0.8255208333333334,0:00:26,0:00:01,0:00:01
2,0.3166541673558494,0.4109279165665309,0.43111177037159604,0.870127688172043,0.8333333333333334,0.8255208333333334,0:00:25,0:00:01,0:00:01
3,0.23017501534133028,0.45675725986560184,0.4694487812618415,0.9168346774193549,0.8294270833333334,0.8255208333333334,0:00:26,0:00:01,0:00:01
