epoch,Training Loss,Valid. Loss,Training Accur.,Valid. Accur.,Training Time,Validation Time
1,0.534097860149435,0.4773120800013183,0.7963968504795117,0.8149014870285032,0:03:30,0:00:19
2,0.4416027843146711,0.4671279630994284,0.8264010734524847,0.8200284818228367,0:03:29,0:00:19
3,0.39884026702996844,0.48401562821480537,0.8424715289886661,0.80718099291688,0:03:29,0:00:19
