,acc,loss,val_acc,val_loss
0,0.6550744025529058,0.6142874562088572,0.6680053479700203,0.6129830844271454
1,0.7204480858535556,0.5534123438663495,0.6840696118602472,0.5680070949526357
2,0.7507105836340504,0.5117451688643783,0.7228915613179545,0.5749117555707653
3,0.7717772947268987,0.4782103445394006,0.7108433685468701,0.551468777768264
4,0.7903360642930015,0.44987614929446845,0.7336010660033628,0.5404745722950064
5,0.8030429693333502,0.4236569406445699,0.7135207558093141,0.5491887376889327
6,0.8221033274220535,0.3921322083168256,0.7322623847798012,0.5514415404404024
7,0.8448419998848524,0.3565951643022401,0.726907632437097,0.568127855000247
8,0.8682494565129499,0.3139645736555534,0.745649272498676,0.5628087815031948
9,0.8873098147611039,0.2764497161100908,0.7443105809819427,0.6677699639615284
10,0.9115532523133527,0.23207887052204115,0.741633197150556,0.6589478879887736
11,0.9174051157528492,0.21400524448006075,0.7429718818051748,0.7834291745381183
12,0.9379702394093544,0.16171841783914015,0.7349397651801307,0.7995885182895175
13,0.9511787326832994,0.13190312236622212,0.7295850094063694,0.9182228971038318
14,0.9602073235090033,0.1095240242253566,0.7429718894652094,0.9030412125140628
