,acc,loss,val_acc,val_loss
0,0.6349464112111755,0.6663056991440246,0.671875,0.5617094238599142
1,0.7242611237801914,0.5196841696362559,0.7421875,0.5787583589553833
2,0.7739525820265036,0.46950589253477326,0.8125,0.39434735973676044
3,0.8402078597527814,0.36211031774066804,0.8411458333333334,0.3612995147705078
4,0.8619681715036066,0.3233610181045362,0.8463541666666666,0.4025173981984456
5,0.8600194868657371,0.3190068052007843,0.8489583333333334,0.3421075443426768
6,0.8957453718933435,0.2599357506426637,0.8541666666666666,0.3422505458196004
7,0.9253004222150049,0.20999822866978604,0.8567708333333334,0.3638250231742859
8,0.9340695031047758,0.17951323577880704,0.8489583333333334,0.3770696719487508
9,0.9490094186617748,0.14524338653080646,0.8645833333333334,0.3732288082440694
10,0.9577784995128289,0.12561543848935408,0.8697916666666666,0.3942655324935913
11,0.9694706073400454,0.0885920716186767,0.8541666666666666,0.5189647078514099
12,0.983760961351088,0.0556720437487444,0.8645833333333334,0.5278260211149851
13,0.9915556999025658,0.030248973646859682,0.8619791666666666,0.6171809832255045
14,0.9935043845404352,0.02200308530363059,0.8619791666666666,0.6494279404481252
15,0.9957778499512829,0.015175182817878274,0.8645833333333334,0.7077421545982361
16,0.9980513153621305,0.007582753177879837,0.8515625,0.815557599067688
17,0.9993504384540435,0.0050315699588588175,0.859375,0.836375097433726
18,0.9996752192270217,0.003055120261818426,0.8541666666666666,0.8927602370580038
19,1.0,0.0018187152486135454,0.8567708333333334,0.9721084038416544
