epoch,Training Loss,Valid. Loss,Test Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.4573567891994151,0.393303444609046,0.400762183436503,0.793010752688172,0.8307291666666666,0.8255208333333334,0:00:33,0:00:01,0:00:01
2,0.3193343303789715,0.41959301646177966,0.44079113580907386,0.8778561827956989,0.8372395833333334,0.8359375,0:00:33,0:00:01,0:00:01
