,loss,accuracy,val_loss,val_accuracy
0,1.8852502342510973,0.5010867714881897,0.911000669002533,0.552878201007843
1,0.7713342891690564,0.534860372543335,0.691328227519989,0.548862099647522
2,0.6795205856780706,0.5796689391136169,0.6243603825569153,0.6854082942008972
3,0.6090294256734122,0.6642701625823975,0.5593939423561096,0.7242302298545837
4,0.5409032036440565,0.724460780620575,0.532939612865448,0.7389557957649231
5,0.4953222353309717,0.7609095573425293,0.5246813893318176,0.7402945160865784
6,0.4670892951480921,0.7844842076301575,0.51866215467453,0.7362784743309021
7,0.44792996650155903,0.7940143942832947,0.5128019452095032,0.7496653199195862
8,0.42619037349135197,0.8083932399749756,0.507591724395752,0.7550200819969177
9,0.4109583090946559,0.8199297785758972,0.4969446361064911,0.759036123752594
10,0.38467664701486987,0.8296271562576294,0.5002548694610596,0.7496653199195862
11,0.3748522644367052,0.8378197550773621,0.5265167355537415,0.7536814212799072
12,0.34557611962023277,0.8523658514022827,0.5165708661079407,0.759036123752594
13,0.3217717788227823,0.8627319931983948,0.5520565509796143,0.7550200819969177
14,0.3202125628872313,0.8679150938987732,0.5128152370452881,0.7643908858299255
