,val_loss,val_accuracy,loss,accuracy
0,0.517320835845697,0.7389557957649231,0.5557121473637497,0.70723956823349
1,0.5185098108677181,0.7429718971252441,0.37849860525892604,0.8359805941581726
2,0.618597809888592,0.7295849919319153,0.2648913119473479,0.8938304781913757
3,0.6980232902000867,0.7376171350479126,0.16767671387010424,0.9374686479568481
4,0.9251150184047908,0.7362784743309021,0.10356161521915568,0.9623808860778809
5,1.095836984425025,0.7269076108932495,0.06569374014001077,0.9740846157073975
6,1.244577349748318,0.732262372970581,0.03564540565836754,0.9884634613990784
7,1.5737293663832397,0.7242302298545837,0.023565741885516762,0.9903026223182678
8,1.8118234599929257,0.7269076108932495,0.01475169420080426,0.9943153262138367
9,2.2404694979289768,0.7148594260215759,0.006482588117172761,0.9974920749664307
10,2.216146808172485,0.7282463312149048,0.005300020165933336,0.9986624121665955
11,2.599988341171898,0.725568950176239,0.0014802220220553246,0.9996656179428101
12,2.701507826965337,0.7295849919319153,0.0015478640638187798,0.9991640448570251
13,2.4879285811260843,0.7135207653045654,0.009630825485605557,0.9981608390808105
14,2.5522405641624726,0.7161981463432312,0.0030849122395067686,0.9988296031951904
