,val_loss,val_accuracy,loss,accuracy
0,0.37463389492283267,0.8567708134651184,0.41216831220923095,0.8116271495819092
1,0.3606793984460334,0.8671875,0.21730993431849152,0.9191296100616455
2,0.5008884703662867,0.8697916865348816,0.12056889140826613,0.957453727722168
3,0.46810141842191416,0.8697916865348816,0.07711611482998058,0.9746670722961426
4,0.5640360817778856,0.8645833134651184,0.03957332476453881,0.9850600957870483
5,0.6693724660047641,0.8567708134651184,0.0249218823654095,0.9928548336029053
6,0.7078360185065927,0.8776041865348816,0.013301535877828662,0.9951282739639282
7,0.7917866765831908,0.8645833134651184,0.017283282941747108,0.9935044050216675
8,0.8440623146792253,0.8802083134651184,0.00892699737535827,0.9983760714530945
9,1.084908616244017,0.8697916865348816,0.007834312041529694,0.997726559638977
10,0.9038922978409877,0.875,0.007405123430070536,0.9970769882202148
11,0.9352778144530021,0.890625,0.0034682457241593774,0.9990256428718567
12,0.9431945172837004,0.8697916865348816,0.005813085092830929,0.9983760714530945
13,1.0089659876539372,0.8671875,0.0003179074441164422,1.0
14,1.0610122471262002,0.8645833134651184,7.770703301726402e-05,1.0
