,val_loss,val_accuracy,loss,accuracy
0,0.3244607759018739,0.8697916865348816,0.43544798904558635,0.7957128882408142
1,0.34120723853508633,0.8776041865348816,0.2177852229380054,0.9178304672241211
2,0.4018503846600652,0.8567708134651184,0.11761463650318661,0.957453727722168
3,0.5461505425628275,0.875,0.07729871739391703,0.9730432033538818
4,0.5068899580898384,0.890625,0.03554782142908654,0.9857096672058105
5,0.5123535615081588,0.8645833134651184,0.02148406831036623,0.9931796193122864
6,0.7140211612083173,0.8984375,0.016437931493022927,0.9931796193122864
7,0.5336394024391969,0.8671875,0.014879974309142674,0.9951282739639282
8,0.7455900997544328,0.8776041865348816,0.004778683058290375,0.9987008571624756
9,1.0875422691193914,0.8802083134651184,0.0012621623879704616,0.9996752142906189
10,0.8512431122362614,0.890625,0.0025271873746273376,0.9987008571624756
11,0.8911652860697359,0.8958333134651184,0.00011951287087775106,1.0
12,0.9158105621657645,0.8958333134651184,4.771830188179953e-05,1.0
13,0.9341249873396009,0.8958333134651184,3.267802589419704e-05,1.0
14,0.9476489616790786,0.9010416865348816,2.3006564064548924e-05,1.0
