,loss,accuracy,val_loss,val_accuracy
0,2.5873200014430413,0.4723290503025055,0.9981425404548645,0.548862099647522
1,1.2476493266688762,0.5276709794998169,0.8503356575965881,0.4618473947048187
2,0.9289528756332206,0.4979100525379181,0.870327889919281,0.5475234389305115
3,0.8694395608595832,0.5629493594169617,0.7320482134819031,0.4738955795764923
4,0.7568148044594314,0.5213174819946289,0.7020330429077148,0.552878201007843
5,0.713431331808801,0.5562614798545837,0.6717124581336975,0.5676037669181824
6,0.676471802895732,0.5813409090042114,0.6500305533409119,0.6372155547142029
7,0.6531734481899859,0.6062531471252441,0.6448702812194824,0.5903614163398743
8,0.6384016553946232,0.6296606063842773,0.6040462851524353,0.6907630562782288
9,0.6019422088931424,0.6724628210067749,0.5789853930473328,0.7121820449829102
10,0.5686009982680222,0.7047316431999207,0.5597601532936096,0.7108433842658997
11,0.546662034527591,0.7227888107299805,0.5593669414520264,0.7135207653045654
12,0.5278948054646911,0.7393412590026855,0.5465736389160156,0.7269076108932495
13,0.49821413067586645,0.7522153258323669,0.5461804866790771,0.7282463312149048
14,0.4879681687752871,0.7649222612380981,0.539191722869873,0.7349397540092468
