,val_loss,val_acc,loss,acc
0,0.41356303232411545,0.8046875,0.5346239751792256,0.7385514778105924
1,0.371838732312123,0.8385416666666666,0.35860104764502865,0.8444300098014985
2,0.3474952404697736,0.8489583333333334,0.2981793267332373,0.8759337447223124
3,0.4059108756482601,0.8411458333333334,0.24839837298876435,0.8963949334199416
4,0.4054496252598862,0.8541666666666666,0.17985218030150427,0.9347190646507323
5,0.5144866722015043,0.8359375,0.1122334123277246,0.9623254303345242
6,0.4643665136148532,0.8489583333333334,0.081420485842241,0.9694706073400454
7,0.6055270912280927,0.8489583333333334,0.04251014527374139,0.9870087690808704
8,0.802543406006104,0.8541666666666666,0.02393025179474048,0.993179603767457
9,0.8411541780030044,0.8359375,0.01685347987033438,0.9948035076323481
