,loss,accuracy,val_loss,val_accuracy
0,0.9869872035838314,0.5494064688682556,0.5861015970129245,0.7081660032272339
1,0.5496452705076039,0.720782458782196,0.5267528543670175,0.7282463312149048
2,0.47303184170803486,0.7761244177818298,0.49893073998940196,0.7617135047912598
3,0.43568438272116633,0.8030429482460022,0.4901198231711126,0.7536814212799072
4,0.4063726978803474,0.8185921907424927,0.485108655539542,0.7643908858299255
5,0.37697440973294455,0.8354790210723877,0.4795036822198385,0.7603748440742493
6,0.3582082803064795,0.8433372378349304,0.5030785151115224,0.7751004099845886
7,0.3357985158854355,0.8506938815116882,0.5045678641103517,0.7657296061515808
8,0.29109055798670813,0.8764420747756958,0.5982113206881277,0.7536814212799072
9,0.2715402446877815,0.886139452457428,0.53804650563632,0.7791164517402649
10,0.23152497717218443,0.9055342078208923,0.6132449903481776,0.7617135047912598
11,0.2046581088918604,0.9125564098358154,0.5829709377314352,0.7710843086242676
12,0.16754607953438888,0.9326199889183044,0.6508288741750091,0.7764390707015991
13,0.1571663542410997,0.9379702210426331,0.736794177148556,0.7657296061515808
14,0.1211994141701511,0.9526835083961487,0.7214296895018224,0.7536814212799072
