,loss,accuracy,val_loss,val_accuracy
0,0.5829417133083153,0.7114195227622986,0.517538828184327,0.7617135047912598
1,0.4600423753082184,0.7851529717445374,0.4933821375031707,0.7576974630355835
2,0.4314125090553457,0.7986958622932434,0.5241732316882096,0.7496653199195862
3,0.4001471218835987,0.8157498836517334,0.4928423156699981,0.7764390707015991
4,0.35861792901331235,0.8399932980537415,0.47657139669141296,0.7844712138175964
5,0.3081082785693604,0.8634007573127747,0.556826852072514,0.7751004099845886
6,0.25049485930171106,0.8934960961341858,0.5866445532165857,0.7643908858299255
7,0.18270163486069052,0.9252633452415466,0.6919801843214226,0.7349397540092468
8,0.12740323483405794,0.9491723775863647,1.0401470218616795,0.7336010932922363
9,0.09207489371986129,0.9637184143066406,0.9978711010621414,0.725568950176239
10,0.07166802246575744,0.9750877618789673,1.216943225308435,0.7443105578422546
11,0.04269032949510737,0.9841163754463196,1.2825899087042214,0.7456492781639099
12,0.03196893172112811,0.989466667175293,1.3666740325959013,0.7349397540092468
13,0.030521871765118322,0.9901354312896729,1.4974746882935446,0.7443105578422546
14,0.01921039501693645,0.9944825172424316,1.6931104096353373,0.7389557957649231
