,val_loss,val_acc,loss,acc
0,0.6306054438133954,0.6907630521290433,0.5850923722094465,0.6880120381605782
1,0.5472878317038218,0.7242302546699044,0.5214839174763013,0.746029092144994
2,0.5416772264633153,0.7456492635619688,0.48631761424259645,0.7654238422067244
3,0.5476292992531854,0.7295850066136484,0.46287008697443277,0.7803042969602423
4,0.5178900848191426,0.7496653282977491,0.4426470833754703,0.7950175556325729
5,0.5198610903348629,0.751004015984465,0.4184647105326523,0.8109011871123908
6,0.518851583182732,0.7536813925547772,0.3916667008744775,0.8247784651595401
7,0.5429335797487332,0.7536813921558171,0.3653119722351026,0.8378197626213708
8,0.5369346684799935,0.7643908968412254,0.33290846429826265,0.8547065708274886
9,0.7377321849386376,0.7469879517274369,0.29314139633349323,0.8751044976055532
10,0.6550308315150709,0.751004015984465,0.260437703306032,0.8896505601269369
11,0.7079487608937693,0.7456492636417609,0.2074555221635489,0.9172379200802542
12,0.863103337556004,0.7483266398131129,0.16910355260461454,0.9304464136531692
13,1.071388596671333,0.7496653278987889,0.12736832353295321,0.9500083598060525
14,1.226592713650291,0.7309236946993244,0.10935079436711849,0.9582009697375021
