,val_loss,val_accuracy,loss,accuracy
0,0.6382551789283752,0.65625,0.6675319115075634,0.6112374067306519
1,0.6140453815460205,0.65625,0.6275022895779847,0.6524845957756042
2,0.5821346044540405,0.65625,0.5929623501724375,0.6524845957756042
3,0.5333186984062195,0.65625,0.5366420169064812,0.6524845957756042
4,0.4697440564632416,0.7734375,0.4479353821347309,0.6570314764976501
5,0.4421783685684204,0.828125,0.355121500269861,0.8528743386268616
6,0.5152282118797302,0.8541666865348816,0.29609019935769904,0.9304969310760498
7,0.46317973732948303,0.8359375,0.2351101670667079,0.9399155378341675
8,0.7163820862770081,0.8541666865348816,0.15582959487981013,0.9512828588485718
9,0.5481634140014648,0.8463541865348816,0.12698696620977712,0.9597271680831909
10,0.7447948455810547,0.84375,0.10045438800770477,0.9607015252113342
11,0.6251691579818726,0.8255208134651184,0.08616518365851712,0.9714192748069763
12,0.5837875604629517,0.8307291865348816,0.06709792268937063,0.9762910008430481
13,0.6498889327049255,0.8385416865348816,0.0554901390491019,0.9801883697509766
14,0.6178622841835022,0.8333333134651184,0.04494093049810029,0.9853848814964294
