,acc,loss,val_acc,val_loss
0,0.7307567392010393,0.5406991159540371,0.8125,0.4760551452636719
1,0.8668398831176386,0.33880896855190457,0.78125,0.4903976519902547
2,0.8652159792140305,0.31657543446906167,0.8333333333333334,0.4024115006128947
3,0.9058135758363105,0.24465777474289477,0.8515625,0.37250154217084247
4,0.9230269568041571,0.20556561173837887,0.8489583333333334,0.4757766326268514
5,0.908736602812473,0.24291387433140801,0.7994791666666666,0.4282528758049011
6,0.920103929847353,0.2078008306880892,0.8385416666666666,0.42183351516723633
7,0.9402403377720039,0.16345452336390595,0.8463541666666666,0.4078648090362549
8,0.9503085417536877,0.14055471747542558,0.859375,0.41798319419225055
9,0.9548554725560247,0.1325564630563725,0.8307291666666666,0.46876362959543866
