epoch,Training Loss,Valid. Loss,Test Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.4420400723885064,0.4383026820917924,0.4127984869604309,0.7891465053763441,0.796875,0.8216145833333334,0:01:28,0:00:03,0:00:03
2,0.298670579123521,0.46715213389446336,0.4831151235848665,0.8892809139784946,0.8177083333333334,0.8111979166666666,0:01:29,0:00:03,0:00:03
