epoch,Training Loss,Valid. Loss,Training Accur.,Valid. Accur.,Training Time,Validation Time
1,0.5293135895116909,0.4687281616272465,0.8245906234306698,0.8371016941824415,0:03:30,0:00:19
2,0.44132715221997854,0.46240215275877267,0.8405871604429441,0.8330181836032283,0:03:30,0:00:19
3,0.39932799121818024,0.4812089188765454,0.8517370025416567,0.8323519885614608,0:03:30,0:00:19
