,loss,accuracy,val_loss,val_accuracy
0,0.5974409697975049,0.6936966776847839,0.5343730079441504,0.7202141880989075
1,0.47479469628960685,0.7706069350242615,0.5524618825519899,0.721552848815918
2,0.4519411552970853,0.7851529717445374,0.4881914863624726,0.7670682668685913
3,0.43071907131872417,0.8010365962982178,0.49020420822752525,0.7670682668685913
4,0.3958952672613881,0.8160842657089233,0.5085306501532175,0.752342700958252
5,0.3441626855291026,0.84450763463974,0.5450039391456997,0.7576974630355835
6,0.2813508082514442,0.8725965619087219,0.5925344118631508,0.763052225112915
7,0.2184322393049147,0.9035278558731079,0.6635145246583615,0.7563587427139282
8,0.16213768865627262,0.9321183562278748,0.9246383790510246,0.7295849919319153
9,0.12305364866215157,0.9488379955291748,0.9826689856438592,0.7603748440742493
10,0.09239185192211005,0.9650560021400452,1.1048471075065005,0.7416331768035889
11,0.06288243699451365,0.9770941138267517,1.380566418420279,0.763052225112915
12,0.051551881299989916,0.9814412593841553,1.4311394319835915,0.7536814212799072
13,0.042158314482179056,0.9849523305892944,1.355500423415518,0.7550200819969177
14,0.03434141340545308,0.9871258735656738,1.3942424185384548,0.7617135047912598
