,val_loss,val_accuracy,loss,accuracy
0,0.5047829697881654,0.7591972947120667,0.4095038668325973,0.8124415874481201
1,0.5255200665332003,0.7486287355422974,0.3573260674233845,0.8416526913642883
2,0.5411694617016259,0.7432776093482971,0.3008752906837916,0.8714098334312439
3,0.5715288325456472,0.7308360934257507,0.25495560599534595,0.8936521410942078
4,0.59918836020307,0.7146488428115845,0.2210604617267562,0.9089022278785706
5,0.6361989046099992,0.7183946371078491,0.19476375235657345,0.9199056029319763
6,0.7186114122716081,0.695652186870575,0.17357228114671144,0.9289020895957947
7,0.7799517752892995,0.6988628506660461,0.1541320971902445,0.9373601675033569
8,0.9401372588757289,0.6897658705711365,0.13530950170517347,0.9453241229057312
9,1.0878753064388416,0.6852173805236816,0.11821515785606986,0.952586829662323
