,loss,accuracy,val_loss,val_accuracy
0,0.6554331176906022,0.655074417591095,0.5661529418295487,0.7028112411499023
1,0.506436334223756,0.7538872957229614,0.6130228070130789,0.7001338601112366
2,0.4711101129389471,0.7704397439956665,0.5253339595743611,0.7336010932922363
3,0.44967622228080145,0.7925096154212952,0.5194724077680504,0.7603748440742493
4,0.4354927549541963,0.7981942892074585,0.5292578368700811,0.7657296061515808
5,0.3947979080061154,0.8172546625137329,0.4991989432568531,0.7710843086242676
6,0.34938327466100183,0.8436716198921204,0.5197203197632448,0.7617135047912598
7,0.3076709697197122,0.8627319931983948,0.5609275574186241,0.7510040402412415
8,0.25197944805447103,0.8913224935531616,0.6410330034483229,0.7576974630355835
9,0.19971499160926212,0.9194114804267883,0.8542017517000476,0.7309237122535706
10,0.15530904246435936,0.9352951049804688,0.7937578313960288,0.7416331768035889
11,0.12562886848260957,0.9505099654197693,1.1017677905249947,0.7617135047912598
12,0.1001294239095925,0.9603745341300964,0.9119051769874501,0.7724230289459229
13,0.08660453416844975,0.9663935899734497,1.2970980262381324,0.7576974630355835
14,0.07067730339875271,0.9739174246788025,1.4103762702929128,0.7510040402412415
