epoch,Training Loss,Valid. Loss,Test. Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.4188666402222088,0.36202480768163997,0.4074387053648631,0.8192204301075269,0.8385416666666666,0.8190104166666666,0:00:26,0:00:01,0:00:01
2,0.32295298910829967,0.3926554915184776,0.4052344970405102,0.8776881720430108,0.8229166666666666,0.8268229166666666,0:00:26,0:00:01,0:00:01
3,0.236773330497966,0.475875788833946,0.47133602698644,0.9129704301075269,0.83203125,0.828125,0:00:26,0:00:01,0:00:01
