epoch,Training Loss,Valid. Loss,Test Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.3853106697400411,0.38493438344448805,0.4037337298505008,0.8259408602150538,0.8151041666666666,0.8268229166666666,0:00:33,0:00:01,0:00:01
2,0.2198781134230235,0.5158797486219555,0.5129926516674459,0.9156586021505376,0.8268229166666666,0.8177083333333334,0:00:33,0:00:01,0:00:01
