,acc,loss,val_acc,val_loss
0,0.6542384219775529,0.6205248247917391,0.6894243634050311,0.5890654630290776
1,0.7326534022716471,0.5326838824406572,0.6880856718882978,0.5731957935425173
2,0.7528841332077003,0.5026791629594338,0.6653279744318051,0.6175135403592265
3,0.7707741181600495,0.4759295327052327,0.714859440463933,0.5437436230690125
4,0.7895000833688502,0.45413533104261294,0.7108433719779274,0.5766038364834256
5,0.8035445581748522,0.4311066167228219,0.7510040179792657,0.5245356748860523
6,0.8369837815875972,0.375409701509911,0.7550200890984082,0.5365770292808731
7,0.8555425510241462,0.3398345342758327,0.7496653333246468,0.5697456914258291
8,0.8729309475834484,0.3062861498044777,0.7523427094959989,0.5741117498482088
9,0.9018558768738952,0.2502844245352886,0.7469879452642826,0.6419999027347948
10,0.9015214850503532,0.2359599613551411,0.7603748234879061,0.6246463182460831
11,0.9336231401325009,0.17508990636110663,0.7483266452389709,0.8334513450243387
12,0.9530178898553987,0.1341551013927439,0.7456492690676187,0.9563610687792061
13,0.9625480687552482,0.10588510866658263,0.7202141893755799,1.0200904388344751
14,0.9750877781230018,0.07519673062602107,0.726907632437097,1.253684840687467
