,val_loss,val_acc,loss,acc
0,0.6270823587215888,0.6947791163860714,0.5864484365359933,0.6906871760874125
1,0.5580989296736328,0.7081659976417919,0.5368719433705716,0.7336565791972604
2,0.5515393350657369,0.7255689422768282,0.512571205345011,0.7463634844070254
3,0.5591104100028195,0.7148594380701722,0.49908176523410164,0.7560608593980278
4,0.537854208125966,0.7349397593553126,0.488996229658476,0.7654238422067244
5,0.5333894922870549,0.7269076309210485,0.4728271887266921,0.7746196288644739
6,0.5272363901457474,0.7322623831839606,0.45738983425861257,0.7784651396286925
7,0.539145397054782,0.745649264040721,0.44051451393840824,0.788162514679489
8,0.5253758001598807,0.7376171355266647,0.41951432794736115,0.8018725965856569
9,0.6087078814366097,0.7215528780995921,0.3922802791051732,0.8180906203374717
10,0.5935876468019473,0.7376171351277047,0.370125568325634,0.8286239759536556
11,0.5939506775084908,0.7469879522061891,0.3311326916531523,0.8532018057181073
12,0.6032710329117067,0.7309236951780766,0.2928980862918934,0.872930948011972
13,0.7472219809670365,0.7215528785783444,0.2442982780048429,0.8986791506636364
14,0.9398814479071134,0.7148594381499641,0.21253680446647796,0.9108844674803545
