,loss,accuracy,val_loss,val_accuracy
0,0.4660357267980879,0.790191650390625,0.3416172644744317,0.859375
1,0.2969704753404393,0.8791815638542175,0.33128935657441616,0.8619791865348816
2,0.24364781157077617,0.8980188369750977,0.29872593097388744,0.8880208134651184
3,0.21301853190714293,0.9191296100616455,0.3260432536092897,0.890625
4,0.1887488866139587,0.9259499907493591,0.27879067432756227,0.890625
5,0.14950202745677357,0.943812906742096,0.2605031877756119,0.9010416865348816
6,0.12798236323306994,0.9499837756156921,0.30122378716866177,0.8619791865348816
7,0.09826493828874124,0.9584280848503113,0.333740059286356,0.8880208134651184
8,0.07413742512938805,0.9717440605163574,0.4470000795942421,0.875
9,0.05293905347941541,0.9798635840415955,0.45613842238284025,0.8697916865348816
10,0.03696548368354898,0.9870087504386902,0.4501984711629727,0.8958333134651184
11,0.02982181663421603,0.9899318218231201,0.45695041104530293,0.8776041865348816
12,0.023597617170845023,0.9922052621841431,0.5986304691177793,0.890625
13,0.014089566070966513,0.9941539168357849,0.6381297248105208,0.8854166865348816
14,0.01536843803894309,0.9948034882545471,0.5753840937589606,0.8802083134651184
