,loss,accuracy,val_loss,val_accuracy
0,0.5975745847740898,0.7193894386291504,0.37801139367123443,0.8098958134651184
1,0.35494594414848213,0.8502760529518127,0.2847343037525813,0.8776041865348816
2,0.2914839763461711,0.8782072067260742,0.2685318697864811,0.890625
3,0.2637717964084708,0.8889249563217163,0.27809695309648913,0.8880208134651184
4,0.23188673016760702,0.9080870151519775,0.3056623948117097,0.8723958134651184
5,0.2046959972218981,0.911984384059906,0.25080207859476406,0.9114583134651184
6,0.16496174247495615,0.925625205039978,0.29622067759434384,0.875
7,0.13509222652403788,0.9425138235092163,0.40182242325196665,0.8880208134651184
8,0.13450362532483986,0.9447872638702393,0.39443037783106166,0.8802083134651184
9,0.0885147938976904,0.965573251247406,0.42553724348545074,0.8645833134651184
10,0.07552573424844133,0.9717440605163574,0.3628108100189517,0.90625
11,0.05815383231224382,0.9788892269134521,0.42912493692710996,0.8932291865348816
12,0.04097544537098263,0.9857096672058105,0.501550590081024,0.8671875
13,0.04607112157426925,0.9831113815307617,0.5111657554662088,0.8723958134651184
14,0.02989717442632301,0.9902565479278564,0.4907475605529423,0.8776041865348816
