,val_loss,val_accuracy,loss,accuracy
0,0.5118142329490304,0.7440802454948425,0.4218949598567663,0.8043866753578186
1,0.5415419826938157,0.7454180717468262,0.33494187832169847,0.8541446328163147
2,0.6031576503240145,0.7343143820762634,0.25070088340982727,0.8954417109489441
3,0.6842625251900791,0.7226755619049072,0.195948229674803,0.9185962080955505
4,0.8430501541006924,0.7202675342559814,0.15834899210773826,0.9334332942962646
5,1.0120343150901157,0.7254849672317505,0.1312938964948486,0.9446222186088562
6,1.2157685919350205,0.7150501608848572,0.11115324370944402,0.9534667134284973
7,1.455524017005461,0.713979959487915,0.09467778360405248,0.9607642889022827
8,1.590086602032384,0.7151839733123779,0.08101986715487776,0.9668677449226379
9,1.7926353345347885,0.713979959487915,0.06961203527161625,0.9718315601348877
