epoch,Training Loss,Valid. Loss,Test Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.15822292720435788,0.11470661863971215,0.16023135987611917,0.9421296296296297,0.9639423076923077,0.9471153846153846,0:00:19,0:00:01,0:00:01
