epoch,Training Loss,Valid. Loss,Test Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.40008619078789176,0.2089103991882159,0.23968373926786277,0.8326719576719577,0.9567307692307693,0.9447115384615384,0:00:17,0:00:00,0:00:00
2,0.19961539701258063,0.19691153386464486,0.28452357262946093,0.9490740740740741,0.9543269230769231,0.9326923076923077,0:00:17,0:00:00,0:00:00
