epoch,Training Loss,Valid. Loss,Test Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.31199551543353926,0.14946244771663958,0.19465788052632257,0.8902116402116402,0.9519230769230769,0.9495192307692307,0:00:17,0:00:00,0:00:00
2,0.12315987870460574,0.16123399539635733,0.19618857136139503,0.9659391534391535,0.9519230769230769,0.9447115384615384,0:00:16,0:00:00,0:00:00
