epoch,Training Loss,Valid. Loss,Test Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.21562713869568945,0.14598119602753565,0.19671859685331583,0.9232804232804233,0.9543269230769231,0.9447115384615384,0:00:48,0:00:02,0:00:02
2,0.07374550870278014,0.17302934309610954,0.2512935157148884,0.978505291005291,0.9591346153846154,0.9519230769230769,0:00:48,0:00:02,0:00:02
