epoch,Training Loss,Valid. Loss,Test Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.41247535958605747,0.39460051618516445,0.4214511535440882,0.8155241935483871,0.8203125,0.80859375,0:00:40,0:00:01,0:00:01
2,0.2759012193318897,0.5128927472202728,0.4792730292926232,0.8902889784946236,0.8098958333333334,0.8229166666666666,0:00:40,0:00:01,0:00:01
