,acc,loss,val_acc,val_loss
0,0.7132185774989312,0.5652561419174322,0.828125,0.4084092378616333
1,0.8002598246570994,0.43648222186573915,0.828125,0.41485053300857544
2,0.8291653134328044,0.3870692601177591,0.7916666666666666,0.5007100601991018
3,0.8246183825917506,0.42245960590823123,0.8307291666666666,0.39158347249031067
4,0.847677817492564,0.350141900638436,0.8489583333333334,0.35381797949473065
5,0.8606690484116937,0.32778138038437643,0.8515625,0.3763691584269206
6,0.8713868139586924,0.3057224580745257,0.8177083333333334,0.4879899223645528
7,0.8333874634815215,0.3906899553860655,0.8802083333333334,0.35126592715581256
8,0.8937966872361156,0.2759425929315284,0.8723958333333334,0.37938278913497925
9,0.9058135758363105,0.24177620862164487,0.8697916666666666,0.32691721121470135
10,0.9136083143877882,0.22148284894577885,0.8880208333333334,0.33695294459660846
11,0.9256252030073415,0.19590785478027892,0.8854166666666666,0.3201664288838704
12,0.9285482299447873,0.18827568088725002,0.8984375,0.33084166049957275
13,0.9324455992398846,0.1721397251200467,0.8828125,0.34515585501988727
14,0.9233517375771354,0.18984594194387297,0.8932291666666666,0.3169867793718974
15,0.9434881455017863,0.14927565678833135,0.8854166666666666,0.3725419044494629
16,0.9571289379668724,0.1268008876266457,0.8984375,0.34816526373227435
17,0.9645988957453718,0.10373447516031101,0.8828125,0.4239216446876526
18,0.9658980188372849,0.10151506023261891,0.8776041666666666,0.44517244895299274
19,0.9694706073400454,0.08636074782521277,0.8828125,0.4474073350429535
