epoch,Training Loss,Valid. Loss,Test. Loss,Training Accur.,Valid. Accur.,Test Accur.,Training Time,Validation Time,Test Time
1,0.483978777688237,0.4059892824540536,0.42380206162730855,0.7679771505376344,0.8268229166666666,0.8216145833333334,0:00:23,0:00:01,0:00:01
2,0.35760347829550826,0.404320627450943,0.4118417513867219,0.8499663978494624,0.8216145833333334,0.8177083333333334,0:00:23,0:00:01,0:00:01
3,0.2648492583889835,0.42324337114890415,0.43863145386179286,0.8970094086021505,0.8177083333333334,0.8203125,0:00:23,0:00:01,0:00:01
